publish_date,province,city,price
2019-11-16 08:40:05,北京市,西城区,40.00
2019-11-16 08:40:05,山西省,郊区,40.00
2019-11-16 08:40:05,河南省,汝阳县,45.00
2019-11-16 08:40:05,四川省,蓬安县,50.00
2019-11-16 08:40:05,河南省,南乐县,36.00
2019-11-16 08:40:05,吉林省,公主岭市,40.00
2019-11-16 08:40:05,新疆,米东区,50.00
2019-11-16 08:40:05,河南省,襄城县,37.00
2019-11-16 08:40:05,湖北省,来凤县,40.00
2019-11-16 08:40:05,福建省,平和县,54.00
2019-11-16 08:40:05,河北省,新乐市,56.00
2019-11-16 08:40:05,陕西省,丹凤县,60.00
2019-11-16 08:40:05,山东省,平度市,40.00
2019-11-16 08:40:05,河北省,沧县,40.00
2019-11-13 08:40:04,湖北省,张湾区,56.00
2019-11-13 08:40:04,山东省,郯城县,52.00
2019-11-13 08:40:04,山东省,鱼台县,50.00
2019-11-13 08:40:04,河南省,襄城县,38.00
2019-11-13 08:40:04,云南省,昭阳区,38.00
2019-11-13 08:40:04,重庆市,渝北区,42.50
2019-11-13 08:40:04,云南省,祥云县,52.00
2019-11-13 08:40:04,辽宁省,凌海市,48.00
2019-11-13 08:40:04,山西省,翼城县,46.00
2019-11-13 08:40:04,河南省,确山县,35.00
2019-11-13 08:40:04,湖北省,广水市,54.00
2019-11-13 08:40:04,山西省,长治县,56.00
2019-11-13 08:40:04,四川省,东坡区,56.00
2019-11-13 08:40:04,河北省,沧县,40.00
2019-11-13 08:40:04,山东省,龙口市,49.20
2019-11-13 08:40:04,江西省,袁州区,56.00
2019-11-13 08:40:04,湖南省,湘潭县,52.00
2019-11-13 08:40:04,河北省,定兴县,42.00
2019-11-14 08:40:06,山东省,郓城县,52.00
2019-11-14 08:40:06,山东省,邹城市,40.00
2019-11-14 08:40:06,山西省,绛县,52.00
2019-11-14 08:40:06,山西省,交城县,54.00
2019-11-14 08:40:06,云南省,蒙自市,40.00
2019-11-14 08:40:06,山西省,祁县,50.00
2019-11-14 08:40:06,甘肃省,泾川县,46.00
2019-11-14 08:40:06,甘肃省,凉州区,46.00
2019-11-14 08:40:06,辽宁省,沈河区,45.00
2019-11-14 08:40:06,河南省,原阳县,46.00
2019-11-15 08:40:06,河南省,永城市,50.00
2019-11-15 08:40:06,山西省,壶关县,54.00
2019-11-15 08:40:06,广东省,普宁市,50.00
2019-11-15 08:40:06,山东省,河口区,57.00
2019-11-15 08:40:06,山西省,交城县,55.00
2019-11-15 08:40:06,四川省,大英县,48.00
2019-11-15 08:40:06,河南省,尉氏县,50.00
2019-11-15 08:40:06,河北省,涞水县,48.00
2019-11-15 08:40:06,吉林省,长岭县,36.00
2019-11-15 08:40:06,河北省,大城县,55.00
2019-11-15 08:40:06,黑龙江,尚志市,48.00
2019-11-15 08:40:06,河北省,沧县,50.00
2019-11-15 08:40:06,辽宁省,庄河市,38.00
2019-11-15 08:40:06,山西省,介休市,48.00
2019-11-18 08:40:04,河北省,沧县,40.00
2019-11-18 08:40:04,广东省,陆河县,54.20
2019-11-18 08:40:04,河南省,睢县,38.00
2019-11-18 08:40:04,江苏省,泗阳县,39.50
2019-11-18 08:40:04,四川省,蒲江县,36.00
2019-11-18 08:40:04,四川省,船山区,44.25
2019-11-18 08:40:04,辽宁省,黑山县,43.00
2019-11-18 08:40:04,江苏省,灌云县,60.00
2019-11-18 08:40:04,山东省,河东区,44.00
2019-11-18 08:40:04,山东省,临朐县,58.00
2019-11-18 08:40:04,河北省,魏县,32.00
2019-11-18 08:40:04,河南省,濮阳县,58.00
2019-11-18 08:40:04,四川省,东坡区,50.00
2019-11-18 08:40:04,山西省,祁县,50.00
2019-11-18 08:40:04,湖北省,巴东县,46.00
2019-11-18 08:40:04,四川省,蓬安县,48.00
2019-11-17 08:40:05,陕西省,丹凤县,56.00
2019-11-17 08:40:05,山东省,博兴县,38.00
2019-11-17 08:40:05,北京市,海淀区,32.00
2019-11-17 08:40:05,吉林省,辉南县,40.00
2019-11-17 08:40:05,湖南省,桂阳县,60.00
2019-11-17 08:40:05,河北省,大城县,56.00
2019-11-17 08:40:05,湖南省,湘潭县,48.00
2019-11-17 08:40:05,山东省,任城区,42.00
2019-11-17 08:40:05,河南省,卫辉市,40.00
2019-11-17 08:40:05,湖南省,醴陵市,50.00
2019-11-17 08:40:05,吉林省,舒兰市,50.00
2019-11-17 08:40:05,四川省,江油市,48.00
2019-11-17 08:40:05,甘肃省,泾川县,46.00
2019-11-17 08:40:05,山东省,嘉祥县,50.00
2019-11-17 08:40:05,河北省,辛集市,40.00
2019-11-16 08:40:05,湖南省,湘潭县,50.00
2019-11-16 08:40:05,山西省,忻府区,46.00
2019-11-16 08:40:05,河南省,浚县,45.00
2019-11-16 08:40:05,江苏省,泗阳县,39.00
2019-11-16 08:40:05,福建省,仙游县,47.00
2019-11-16 08:40:05,河北省,辛集市,42.00
2019-11-16 08:40:05,山东省,昌邑市,40.00
2019-11-16 08:40:05,四川省,大邑县,46.00
2019-11-16 08:40:05,四川省,剑阁县,46.00
2019-11-16 08:40:05,湖南省,株洲县,54.00
2019-11-16 08:40:05,河南省,柘城县,42.00
2019-11-13 08:40:04,山东省,青州市,39.00
2019-11-13 08:40:04,云南省,武定县,45.00
2019-11-13 08:40:04,重庆市,合川区,45.00
2019-11-13 08:40:04,山东省,冠县,54.00
2019-11-13 08:40:04,天津市,宁河区,38.66
2019-11-13 08:40:04,山东省,临邑县,51.00
2019-11-13 08:40:04,北京市,西城区,50.00
2019-11-13 08:40:04,黑龙江,尚志市,56.00
2019-11-13 08:40:04,山东省,高青县,43.00
2019-11-13 08:40:04,安徽省,砀山县,60.00
2019-11-13 08:40:04,辽宁省,庄河市,38.00
2019-11-13 08:40:04,河南省,永城市,50.00
2019-11-13 08:40:04,山东省,微山县,60.00
2019-11-13 08:40:04,山西省,交城县,54.00
2019-11-13 08:40:04,重庆市,丰都县,42.00
2019-11-13 08:40:04,山西省,方山县,56.00
2019-11-13 08:40:04,湖北省,大冶市,42.00
2019-11-13 08:40:04,吉林省,长岭县,38.00
2019-11-13 08:40:04,河南省,舞钢市,58.00
2019-11-13 08:40:04,河北省,藁城区,47.00
2019-11-13 08:40:04,山东省,任城区,46.00
2019-11-13 08:40:04,河南省,卫辉市,48.00
2019-11-14 08:40:06,河南省,虞城县,44.00
2019-11-14 08:40:06,山东省,龙口市,49.60
2019-11-14 08:40:06,江西省,袁州区,56.00
2019-11-14 08:40:06,河北省,定兴县,42.00
2019-11-14 08:40:06,山东省,武城县,48.00
2019-11-14 08:40:06,山西省,壶关县,54.00
2019-11-14 08:40:06,山东省,坊子区,50.00
2019-11-14 08:40:06,河北省,涞水县,45.00
2019-11-14 08:40:06,山东省,任城区,38.00
2019-11-14 08:40:06,山东省,诸城市,44.00
2019-11-14 08:40:06,湖北省,大冶市,43.00
2019-11-14 08:40:06,吉林省,长岭县,36.00
2019-11-14 08:40:06,山西省,长治县,56.00
2019-11-14 08:40:06,山东省,章丘市,45.00
2019-11-14 08:40:06,河南省,上蔡县,54.00
2019-11-14 08:40:06,河南省,永城市,50.00
2019-11-14 08:40:06,河南省,内乡县,48.20
2019-11-14 08:40:06,辽宁省,庄河市,38.00
2019-11-14 08:40:06,山东省,薛城区,46.00
2019-11-14 08:40:06,四川省,东坡区,56.00
2019-11-14 08:40:06,辽宁省,黑山县,45.00
2019-11-14 08:40:06,山东省,诸城市,55.00
2019-11-14 08:40:06,河南省,舞钢市,58.00
2019-11-14 08:40:06,山东省,冠县,52.00
2019-11-15 08:40:06,山东省,沂水县,52.00
2019-11-15 08:40:06,山东省,高青县,45.00
2019-11-15 08:40:06,山东省,诸城市,43.00
2019-11-15 08:40:06,山东省,东港区,45.00
2019-11-15 08:40:06,河北省,玉田县,45.00
2019-11-15 08:40:06,山西省,芮城县,50.00
2019-11-15 08:40:06,江苏省,东海县,56.00
2019-11-15 08:40:06,甘肃省,肃州区,50.00
2019-11-15 08:40:06,山东省,莘县,48.00
2019-11-15 08:40:06,山西省,壶关县,54.00
2019-11-15 08:40:06,河南省,平舆县,58.00
2019-11-15 08:40:06,内蒙古,敖汉旗区,46.00
2019-11-15 08:40:06,河南省,泌阳县,50.00
2019-11-15 08:40:06,河南省,郸城县,44.00
2019-11-15 08:40:06,河南省,南乐县,42.00
2019-11-15 08:40:06,四川省,犍为县,52.00
2019-11-15 08:40:06,吉林省,辉南县,30.00
2019-11-15 08:40:06,陕西省,临潼区,49.00
2019-11-18 08:40:04,山东省,任城区,46.00
2019-11-17 08:40:05,山西省,汾阳市,46.00
2019-11-17 08:40:05,河北省,辛集市,38.00
2019-11-17 08:40:05,陕西省,大荔县,48.00
2019-11-17 08:40:05,河南省,宁陵县,46.00
2019-11-17 08:40:05,河南省,确山县,30.00
2019-11-17 08:40:05,河南省,卧龙区,50.00
2019-11-17 08:40:05,江苏省,东海县,52.00
2019-11-17 08:40:05,新疆,米东区,50.00
2019-11-17 08:40:05,福建省,仙游县,48.00
2019-11-17 08:40:05,甘肃省,凉州区,36.00
2019-11-17 08:40:05,天津市,宁河区,30.06
2019-11-17 08:40:05,山东省,东昌府区,42.00
2019-11-17 08:40:05,辽宁省,黑山县,42.00
2019-11-22 08:40:07,山东省,济阳县,48.00
2019-11-22 08:40:07,四川省,雁江区,45.00
2019-11-22 08:40:07,河北省,藁城区,40.00
2019-11-22 08:40:07,山东省,滕州市,50.00
2019-11-22 08:40:07,四川省,昭化区,40.00
2019-11-22 08:40:07,新疆,奎屯市,45.00
2019-11-22 08:40:07,山东省,滕州市,50.00
2019-11-22 08:40:07,新疆,石河子市,37.00
2019-11-22 08:40:07,江苏省,江宁区,42.00
2019-11-22 08:40:07,湖南省,衡南县,58.00
2019-11-23 08:40:05,山东省,滕州市,50.00
2019-11-23 08:40:05,黑龙江,尚志市,48.00
2019-11-23 08:40:05,山东省,滕州市,50.00
2019-11-23 08:40:05,山西省,城区,38.00
2019-11-23 08:40:05,山西省,祁县,44.00
2019-11-23 08:40:05,山东省,淄川区,45.00
2019-11-23 08:40:05,山西省,郊区,40.00
2019-11-16 08:40:05,甘肃省,凉州区,36.00
2019-11-16 08:40:05,河北省,威县,50.00
2019-11-16 08:40:05,山西省,壶关县,53.00
2019-11-16 08:40:05,天津市,武清区,50.00
2019-11-16 08:40:05,山西省,长治县,54.00
2019-11-16 08:40:05,新疆,奎屯市,50.00
2019-11-16 08:40:05,甘肃省,凉州区,42.00
2019-11-16 08:40:05,黑龙江,海伦市,44.00
2019-11-16 08:40:05,辽宁省,凌海市,46.00
2019-11-16 08:40:05,江西省,袁州区,55.00
2019-11-16 08:40:05,河南省,新华区,41.00
2019-11-16 08:40:05,河南省,舞钢市,58.00
2019-11-16 08:40:05,河北省,卢龙县,50.00
2019-11-16 08:40:05,山东省,任城区,45.00
2019-11-16 08:40:05,河南省,西平县,48.80
2019-11-16 08:40:05,湖北省,大冶市,41.00
2019-11-16 08:40:05,山东省,冠县,52.00
2019-11-16 08:40:05,吉林省,延吉市,50.00
2019-11-16 08:40:05,河南省,遂平县,46.00
2019-11-16 08:40:05,江苏省,贾汪区,40.00
2019-11-16 08:40:05,辽宁省,庄河市,36.00
2019-11-16 08:40:05,河北省,定兴县,39.00
2019-11-16 08:40:05,山东省,莱阳市,46.00
2019-11-16 08:40:05,山东省,淄川区,49.00
2019-11-13 08:40:04,浙江省,余杭区,44.00
2019-11-13 08:40:04,辽宁省,黑山县,46.00
2019-11-13 08:40:04,河北省,威县,48.00
2019-11-13 08:40:04,山东省,昌邑市,49.50
2019-11-13 08:40:04,云南省,建水县,50.00
2019-11-13 08:40:04,河南省,清丰县,52.00
2019-11-13 08:40:04,山西省,壶关县,56.00
2019-11-13 08:40:04,山东省,昌邑市,47.00
2019-11-13 08:40:04,河北省,大城县,60.00
2019-11-13 08:40:04,甘肃省,肃州区,52.00
2019-11-13 08:40:04,山东省,诸城市,44.50
2019-11-13 08:40:04,内蒙古,敖汉旗区,43.50
2019-11-13 08:40:04,河北省,沧县,50.00
2019-11-13 08:40:04,河南省,上蔡县,56.00
2019-11-13 08:40:04,吉林省,舒兰市,50.00
2019-11-13 08:40:04,山东省,沂水县,54.00
2019-11-13 08:40:04,河南省,遂平县,50.00
2019-11-13 08:40:04,四川省,中江县,44.00
2019-11-14 08:40:06,山东省,莱阳市,46.60
2019-11-14 08:40:06,河北省,沧县,50.00
2019-11-14 08:40:06,河南省,郸城县,45.00
2019-11-14 08:40:06,河南省,卫辉市,48.00
2019-11-14 08:40:06,天津市,武清区,50.00
2019-11-14 08:40:06,山东省,诸城市,30.00
2019-11-14 08:40:06,内蒙古,敖汉旗区,46.00
2019-11-14 08:40:06,山东省,胶州市,42.00
2019-11-14 08:40:06,河北省,平乡县,48.00
2019-11-14 08:40:06,河北省,昌黎县,55.00
2019-11-14 08:40:06,山东省,微山县,60.00
2019-11-14 08:40:06,黑龙江,海伦市,48.00
2019-11-14 08:40:06,山东省,高青县,45.00
2019-11-14 08:40:06,山东省,昌邑市,49.50
2019-11-14 08:40:06,河北省,大城县,60.00
2019-11-14 08:40:06,河南省,祥符区,50.00
2019-11-14 08:40:06,河北省,涞水县,42.00
2019-11-18 08:40:04,新疆,奎屯市,50.00
2019-11-18 08:40:04,河南省,舞阳县,60.00
2019-11-18 08:40:04,山东省,郓城县,48.00
2019-11-18 08:40:04,甘肃省,肃州区,44.00
2019-11-18 08:40:04,山东省,郯城县,52.00
2019-11-18 08:40:04,吉林省,延吉市,42.00
2019-11-18 08:40:04,山东省,平度市,40.00
2019-11-18 08:40:04,陕西省,丹凤县,50.00
2019-11-18 08:40:04,山东省,临邑县,49.00
2019-11-18 08:40:04,辽宁省,凌海市,49.00
2019-11-18 08:40:04,河北省,馆陶县,50.00
2019-11-18 08:40:04,山东省,龙口市,40.00
2019-11-18 08:40:04,甘肃省,凉州区,40.00
2019-11-18 08:40:04,新疆,米东区,50.00
2019-11-18 08:40:04,甘肃省,清水县,36.00
2019-11-18 08:40:04,山东省,曲阜市,65.00
2019-11-19 08:40:05,山西省,郊区,40.00
2019-11-19 08:40:05,广东省,英德市,50.00
2019-11-19 08:40:05,河南省,汝南县,60.00
2019-11-19 08:40:05,河北省,遵化市,40.00
2019-11-19 08:40:05,河北省,沧县,40.00
2019-11-19 08:40:05,河南省,浚县,45.00
2019-11-19 08:40:05,四川省,江油市,48.00
2019-11-19 08:40:05,湖南省,永兴县,46.00
2019-11-20 08:40:06,新疆,喀什市,41.00
2019-11-17 08:40:05,河南省,舞钢市,58.00
2019-11-17 08:40:05,河北省,定兴县,35.00
2019-11-17 08:40:05,湖北省,大冶市,38.00
2019-11-17 08:40:05,江西省,袁州区,55.00
2019-11-17 08:40:05,河南省,淇县,42.00
2019-11-17 08:40:05,山东省,高密市,40.00
2019-11-17 08:40:05,河南省,永城市,50.00
2019-11-17 08:40:05,山西省,壶关县,53.00
2019-11-17 08:40:05,河南省,社旗县,46.00
2019-11-17 08:40:05,山东省,沂水县,50.00
2019-11-17 08:40:05,河南省,林州市,36.00
2019-11-17 08:40:05,河北省,昌黎县,50.00
2019-11-17 08:40:05,四川省,东坡区,44.00
2019-11-17 08:40:05,四川省,东坡区,56.00
2019-11-17 08:40:05,山西省,盐湖区,58.00
2019-11-17 08:40:05,山西省,长治县,54.00
2019-11-22 08:40:07,河南省,清丰县,48.00
2019-11-22 08:40:07,河南省,淮阳县,42.00
2019-11-22 08:40:07,河北省,抚宁县,45.00
2019-11-22 08:40:07,新疆,米东区,48.00
2019-11-22 08:40:07,河北省,平乡县,46.00
2019-11-22 08:40:07,山东省,临朐县,50.00
2019-11-22 08:40:07,山东省,郯城县,50.00
2019-11-22 08:40:07,河南省,舞钢市,50.00
2019-11-22 08:40:07,辽宁省,凌海市,46.00
2019-11-22 08:40:07,山东省,郓城县,40.00
2019-11-22 08:40:07,山西省,壶关县,53.00
2019-11-22 08:40:07,山东省,乐陵市,48.00
2019-11-22 08:40:07,福建省,永春县,48.00
2019-11-22 08:40:07,河北省,沧县,40.00
2019-11-22 08:40:07,甘肃省,凉州区,42.00
2019-11-22 08:40:07,河北省,黄骅市,36.00
2019-11-22 08:40:07,山东省,昌邑市,47.00
2019-11-22 08:40:07,山东省,阳谷县,50.00
2019-11-22 08:40:07,山西省,长治县,56.00
2019-11-22 08:40:07,山西省,城区,39.00
2019-11-22 08:40:07,河南省,襄城县,38.00
2019-11-22 08:40:07,甘肃省,凉州区,42.00
2019-11-22 08:40:07,河北省,定兴县,38.00
2019-11-23 08:40:05,山东省,东平县,50.00
2019-11-23 08:40:05,黑龙江,海伦市,44.00
2019-11-23 08:40:05,辽宁省,凌海市,46.00
2019-11-23 08:40:05,云南省,祥云县,53.00
2019-11-23 08:40:05,山东省,郓城县,41.00
2019-11-23 08:40:05,江苏省,东海县,50.00
2019-11-23 08:40:05,陕西省,丹凤县,50.00
2019-11-23 08:40:05,新疆,米东区,46.00
2019-11-23 08:40:05,黑龙江,嫩江县,52.00
2019-11-23 08:40:05,河南省,襄城县,36.00
2019-11-23 08:40:05,山东省,郯城县,50.00
2019-11-23 08:40:05,河北省,平乡县,44.00
2019-11-23 08:40:05,甘肃省,凉州区,42.00
2019-11-23 08:40:05,福建省,仓山区,70.00
2019-11-23 08:40:05,甘肃省,凉州区,41.00
2019-11-23 08:40:05,山西省,长治县,56.00
2019-11-23 08:40:05,浙江省,新昌县,54.00
2019-11-16 08:40:05,山东省,梁山县,50.00
2019-11-16 08:40:05,山东省,诸城市,52.00
2019-11-16 08:40:05,辽宁省,黑山县,43.00
2019-11-16 08:40:05,河南省,郸城县,42.00
2019-11-16 08:40:05,辽宁省,阜新自治县,44.00
2019-11-16 08:40:05,四川省,东坡区,46.00
2019-11-16 08:40:05,四川省,东坡区,56.00
2019-11-16 08:40:05,山西省,交城县,52.00
2019-11-16 08:40:05,河南省,永城市,50.00
2019-11-16 08:40:05,吉林省,舒兰市,50.00
2019-11-16 08:40:05,河北省,威县,47.00
2019-11-16 08:40:05,内蒙古,敖汉旗区,38.00
2019-11-16 08:40:05,河北省,顺平县,54.00
2019-11-16 08:40:05,河北省,大城县,45.00
2019-11-16 08:40:05,辽宁省,凤城市,46.00
2019-11-16 08:40:05,浙江省,北仑区,42.00
2019-11-16 08:40:05,吉林省,延吉市,41.00
2019-11-16 08:40:05,山东省,莒南县,46.00
2019-11-16 08:40:05,广西,江南区,50.00
2019-11-16 08:40:05,山东省,昌邑市,49.00
2019-11-16 08:40:05,山东省,高青县,42.00
2019-11-13 08:40:04,河北省,平乡县,50.00
2019-11-13 08:40:04,河南省,温县,47.00
2019-11-13 08:40:04,吉林省,辉南县,30.00
2019-11-13 08:40:04,河北省,玉田县,46.00
2019-11-13 08:40:04,四川省,中江县,43.00
2019-11-13 08:40:04,山西省,柳林县,58.00
2019-11-13 08:40:04,四川省,中江县,42.00
2019-11-13 08:40:04,山东省,福山区,45.00
2019-11-13 08:40:04,黑龙江,海伦市,52.00
2019-11-13 08:40:04,山东省,胶州市,40.00
2019-11-13 08:40:04,吉林省,长岭县,38.00
2019-11-13 08:40:04,甘肃省,凉州区,46.00
2019-11-13 08:40:04,江苏省,东海县,56.00
2019-11-13 08:40:04,河北省,涞水县,45.00
2019-11-13 08:40:04,河南省,郸城县,45.00
2019-11-13 08:40:04,云南省,隆阳区,52.00
2019-11-13 08:40:04,河北省,新乐市,60.00
2019-11-13 08:40:04,河北省,昌黎县,60.00
2019-11-13 08:40:04,四川省,东坡区,45.00
2019-11-14 08:40:06,河北省,玉田县,46.00
2019-11-14 08:40:06,山东省,平度市,50.00
2019-11-14 08:40:06,甘肃省,肃州区,52.00
2019-11-14 08:40:06,山东省,沂水县,54.00
2019-11-14 08:40:06,黑龙江,尚志市,56.00
2019-11-14 08:40:06,浙江省,象山县,56.00
2019-11-14 08:40:06,安徽省,定远县,45.00
2019-11-18 08:40:04,河南省,确山县,40.00
2019-11-18 08:40:04,山东省,梁山县,50.00
2019-11-18 08:40:04,山东省,高密市,50.00
2019-11-18 08:40:04,湖北省,大冶市,35.00
2019-11-18 08:40:04,山东省,肥城市,42.00
2019-11-18 08:40:04,江苏省,东海县,55.00
2019-11-18 08:40:04,河南省,清丰县,44.00
2019-11-18 08:40:04,河南省,舞钢市,56.00
2019-11-18 08:40:04,河南省,内乡县,50.00
2019-11-18 08:40:04,河南省,永城市,50.00
2019-11-18 08:40:04,山东省,乐陵市,44.00
2019-11-18 08:40:04,山东省,庆云县,56.00
2019-11-18 08:40:04,山东省,阳谷县,48.00
2019-11-18 08:40:04,山东省,昌邑市,42.00
2019-11-18 08:40:04,山东省,环翠区,42.00
2019-11-18 08:40:04,河南省,卧龙区,60.00
2019-11-19 08:40:05,四川省,东坡区,48.00
2019-11-19 08:40:05,河北省,永清县,50.00
2019-11-19 08:40:05,山东省,郯城县,60.00
2019-11-19 08:40:05,山东省,诸城市,50.00
2019-11-19 08:40:05,山西省,壶关县,53.00
2019-11-19 08:40:05,北京市,西城区,40.00
2019-11-19 08:40:05,新疆,奎屯市,48.00
2019-11-19 08:40:05,新疆,米东区,50.00
2019-11-19 08:40:05,甘肃省,凉州区,42.00
2019-11-19 08:40:05,山东省,坊子区,44.00
2019-11-19 08:40:05,陕西省,丹凤县,52.00
2019-11-19 08:40:05,四川省,中江县,40.80
2019-11-19 08:40:05,河北省,定兴县,39.00
2019-11-19 08:40:05,山东省,章丘市,30.00
2019-11-19 08:40:05,山东省,郯城县,52.00
2019-11-19 08:40:05,山东省,郯城县,52.00
2019-11-19 08:40:05,辽宁省,凌海市,48.00
2019-11-19 08:40:05,河南省,浚县,50.00
2019-11-19 08:40:05,山东省,郓城县,47.00
2019-11-19 08:40:05,福建省,平和县,54.00
2019-11-19 08:40:05,四川省,中江县,42.00
